L1;D set_k_time 1906167765
L16928;D421 added -10 months 1984-08-27
L16929;D421 -= 0 1984-08-27
L16930;D421 += -2 1984-08-25
L16931;D422 added 2 months 2221-12-08
L16932;D422 -- 2221-12-07
L16933;D422 added 0 years 2222-12-07
L16934;D422 -- 2222-12-06
L16935;D422 += -2 2222-12-04
L16936;D423 added -9 months 2272-01-24
L16937;D423 added -7 years 2265-01-24
L16938;D423 added -1 months 2264-12-24
L16939;D423 -- 2264-12-23
L16940;D423 added 0 months 2265-01-23
L16941;D424 ++ 2441-01-11
L16942;D424 added -3 months 2440-10-11
L16943;D424 added 0 years 2441-10-11
L16944;D424 added 0 years 2442-10-11
L16945;D424 -- 2442-10-10
L16946;D425 added 0 months 2186-05-08
L16947;D425 added -8 months 2185-09-08
L16948;D425 += -9 2185-08-30
L16949;D425 added 0 years 2186-08-30
L16950;D425 added 0 months 2186-09-30
L16951;D426 -= -3 2000-05-05
L16952;D426 added -10 months 1999-07-05
L16953;D426 -- 1999-07-04
L16954;D426 added 0 months 1999-08-04
L16955;D426 ++ 1999-08-05
L16956;D427 -= 7 2048-07-14
L16957;D427 -= -10 2048-07-24
L16958;D427 -= -9 2048-08-02
L16959;D427 added 3 months 2048-11-02
L16960;D427 += -6 2048-10-27
L16961;D428 -- 2000-06-11
L16962;D428 added 0 years 2001-06-11
L16963;D428 -- 2001-06-10
L16964;D428 ++ 2001-06-11
L16965;D428 ++ 2001-06-12
L16966;D429 added -4 months 2250-02-05
L16967;D429 added 0 months 2250-02-05
L16968;D429 -- 2250-02-04
L16969;D429 added -10 months 2249-04-04
L16970;D429 -- 2249-04-03
L16971;D430 added -8 years 1987-08-24
L16972;D430 added -7 months 1987-01-24
L16973;D430 ++ 1987-01-25
L16974;D430 added -9 years 1978-01-25
L16975;D430 ++ 1978-01-26
L16976;D431 added 2 years 2043-01-28
L16977;D431 += 5 2043-02-02
L16978;D431 -= 3 2043-01-30
L16979;D431 ++ 2043-01-31
L16980;D431 -- 2043-01-30
L16981;D432 -- 1930-12-17
L16982;D432 added -8 years 1922-12-17
L16983;D432 ++ 1922-12-18
L16984;D432 += 8 1922-12-26
L16985;D432 += -1 1922-12-25
L16986;D433 -= 6 2257-01-10
L16987;D433 added 0 years 2258-01-10
L16988;D433 added 0 months 2258-02-10
L16989;D433 += -6 2258-02-04
L16990;D433 -= 10 2258-01-25
L16991;D434 added 0 years 1989-12-19
L16992;D434 -= -2 1989-12-21
L16993;D434 -- 1989-12-20
L16994;D434 -= 1 1989-12-19
L16995;D434 -- 1989-12-18
L16996;D435 += 3 2016-11-28
L16997;D435 ++ 2016-11-29
L16998;D435 -- 2016-11-28
L16999;D435 added 6 years 2022-11-28
L17000;D435 -= -1 2022-11-29
L17001;D436 -- 2272-10-23
L17002;D436 ++ 2272-10-24
L17003;D436 added -2 months 2272-08-24
L17004;D436 added 3 years 2275-08-24
L17005;D436 -= -9 2275-09-02
L17006;D437 added 0 months 2037-06-06
L17007;D437 added 7 years 2044-06-06
L17008;D437 ++ 2044-06-07
L17009;D437 -- 2044-06-06
L17010;D437 added -7 months 2043-11-06
L17011;D438 added 0 years 1943-06-21
L17012;D438 added -9 years 1934-06-21
L17013;D438 += -9 1934-06-12
L17014;D438 += -5 1934-06-07
L17015;D438 -- 1934-06-06
L17016;D439 -- 1968-05-02
L17017;D439 ++ 1968-05-03
L17018;D439 -= 9 1968-04-24
L17019;D439 added 10 months 1969-02-24
L17020;D439 -- 1969-02-23
L17021;D440 -= 7 2469-09-25
L17022;D440 -- 2469-09-24
L17023;D440 -- 2469-09-23
L17024;D440 added 8 months 2470-05-23
L17025;D440 -- 2470-05-22
L17026;D441 ++ 2035-03-01
L17027;D441 added 3 years 2038-03-01
L17028;D441 added 0 years 2039-03-01
L17029;D441 added 6 months 2039-09-01
L17030;D441 added -1 months 2039-08-01
L17031;D442 added 0 months 2000-05-17
L17032;D442 added 7 years 2007-05-17
L17033;D442 += 1 2007-05-18
L17034;D442 added 0 months 2007-06-18
L17035;D442 ++ 2007-06-19
L17036;D443 added -5 months 2001-10-22
L17037;D443 -- 2001-10-21
L17038;D443 added 0 years 2001-10-21
L17039;D443 -= -6 2001-10-27
L17040;D443 added 1 years 2002-10-27
L17041;D444 added 0 years 1995-08-20
L17042;D444 added -5 years 1990-08-20
L17043;D444 added 7 years 1997-08-20
L17044;D444 added -2 years 1995-08-20
L17045;D444 += -10 1995-08-10
L17046;D445 += 1 1973-06-20
L17047;D445 added 0 months 1973-07-20
L17048;D445 added 0 years 1974-07-20
L17049;D445 added 0 years 1975-07-20
L17050;D445 added 0 months 1975-08-20
L17051;D446 added -10 years 1890-09-16
L17052;D446 ++ 1890-09-17
L17053;D446 -= 4 1890-09-13
L17054;D446 -= 9 1890-09-04
L17055;D446 ++ 1890-09-05
L17056;D447 += 0 2390-09-14
L17057;D447 added 0 months 2390-10-14
L17058;D447 -- 2390-10-13
L17059;D447 -= -2 2390-10-15
L17060;D447 added 0 years 2391-10-15
L17061;D448 -= -6 2409-02-20
L17062;D448 added 10 months 2409-12-20
L17063;D448 -= -10 2409-12-30
L17064;D448 -- 2409-12-29
L17065;D448 added 0 months 2410-01-29
L17066;D449 added 5 years 2496-03-03
L17067;D449 added 1 years 2497-03-03
L17068;D449 added 9 years 2506-03-03
L17069;D449 added 0 years 2507-03-03
L17070;D449 added 0 months 2507-04-03
L17071;D450 -= -10 1994-07-25
L17072;D450 -- 1994-07-24
L17073;D450 added 0 years 1995-07-24
L17074;D450 added 0 months 1995-08-24
L17075;D450 -- 1995-08-23
L17076;D451 ++ 1991-02-14
L17077;D451 -= 6 1991-02-08
L17078;D451 += -2 1991-02-06
L17079;D451 added 7 months 1991-09-06
L17080;D451 added -1 years 1990-09-06
L17081;D452 += 8 2138-10-13
L17082;D452 added 0 years 2139-10-13
L17083;D452 added 5 years 2144-10-13
L17084;D452 added 8 months 2145-06-13
L17085;D452 -= -7 2145-06-20
L17086;D453 added 8 years 1985-06-27
L17087;D453 -= 6 1985-06-21
L17088;D453 -= 8 1985-06-13
L17089;D453 added 0 years 1986-06-13
L17090;D453 added -1 months 1986-05-13
L17091;D454 += 2 1988-07-10
L17092;D454 added 1 years 1989-07-10
L17093;D454 added 0 years 1990-07-10
L17094;D454 added -9 months 1989-10-10
L17095;D454 added 0 years 1990-10-10
L17096;D455 ++ 2003-02-05
L17097;D455 added 10 months 2003-12-05
L17098;D455 added 0 years 2004-12-05
L17099;D455 += -6 2004-11-29
L17100;D455 += 2 2004-12-01
L17101;D456 -- 2048-07-20
L17102;D456 += 8 2048-07-28
L17103;D456 ++ 2048-07-29
L17104;D456 ++ 2048-07-30
L17105;D456 added 0 months 2048-08-30
L17106;D457 added 0 years 2036-02-18
L17107;D457 added -3 months 2035-11-18
L17108;D457 -- 2035-11-17
L17109;D457 added 0 months 2035-12-17
L17110;D457 ++ 2035-12-18
L17111;D458 added -4 months 1994-05-13
L17112;D458 -- 1994-05-12
L17113;D458 -- 1994-05-11
L17114;D458 -- 1994-05-10
L17115;D458 -- 1994-05-09
L17116;D459 added 0 months 1986-04-13
L17117;D459 added 6 months 1986-10-13
L17118;D459 -= -3 1986-10-16
L17119;D459 -= -8 1986-10-24
L17120;D459 -= -6 1986-10-30
L17121;D460 added -6 years 2036-04-27
L17122;D460 added 7 years 2043-04-27
L17123;D460 added 0 months 2043-05-27
L17124;D460 added 1 years 2044-05-27
L17125;D460 added 10 months 2045-03-27
L17126;D461 ++ 2001-10-14
L17127;D461 += -9 2001-10-05
L17128;D461 added 0 months 2001-11-05
L17129;D461 added 0 years 2001-11-05
L17130;D461 += 3 2001-11-08
L17131;D462 -= -1 1978-09-12
L17132;D462 added 0 years 1979-09-12
L17133;D462 -= -5 1979-09-17
L17134;D462 += -1 1979-09-16
L17135;D462 ++ 1979-09-17
L17136;D463 += 2 1981-08-13
L17137;D463 ++ 1981-08-14
L17138;D463 += 9 1981-08-23
L17139;D463 -- 1981-08-22
L17140;D463 -- 1981-08-21
L17141;D464 added 0 years 1977-09-04
L17142;D464 added 0 months 1977-10-04
L17143;D464 added 0 months 1977-11-04
L17144;D464 added -7 months 1977-04-04
L17145;D464 -= 8 1977-03-27
L17146;D465 added 7 months 1988-01-19
L17147;D465 -= 8 1988-01-11
L17148;D465 -- 1988-01-10
L17149;D465 -- 1988-01-09
L17150;D465 ++ 1988-01-10
L17151;D466 ++ 1984-07-09
L17152;D466 += -5 1984-07-04
L17153;D466 += 6 1984-07-10
L17154;D466 added 6 years 1990-07-10
L17155;D466 -- 1990-07-09
L17156;D467 added -2 years 2008-01-19
L17157;D467 -= 7 2008-01-12
L17158;D467 added 0 years 2009-01-12
L17159;D467 added 0 months 2009-02-12
L17160;D467 -- 2009-02-11
L17161;D468 ++ 2184-11-23
L17162;D468 -- 2184-11-22
L17163;D468 ++ 2184-11-23
L17164;D468 added 0 years 2185-11-23
L17165;D468 += 9 2185-12-02
L17166;D469 -- 2005-07-04
L17167;D469 -= 10 2005-06-24
L17168;D469 added 0 months 2005-07-24
L17169;D469 ++ 2005-07-25
L17170;D469 added 4 months 2005-11-25
L17171;D470 ++ 2327-08-17
L17172;D470 ++ 2327-08-18
L17173;D470 added 8 months 2328-04-18
L17174;D470 -- 2328-04-17
L17175;D470 -- 2328-04-16
L17176;D471 -= 4 2005-11-24
L17177;D471 added 0 years 2006-11-24
L17178;D471 added 0 years 2007-11-24
L17179;D471 -= 7 2007-11-17
L17180;D471 -= -5 2007-11-22
L17181;D472 -= 4 2145-01-07
L17182;D472 added -4 months 2144-09-07
L17183;D472 -- 2144-09-06
L17184;D472 -- 2144-09-05
L17185;D472 added 0 months 2144-10-05
L17186;D473 added 6 years 2033-04-14
L17187;D473 added -8 years 2025-04-14
L17188;D473 -= -8 2025-04-22
L17189;D473 added 0 years 2026-04-22
L17190;D473 += -8 2026-04-14
L17191;D474 added 0 years 2001-04-04
L17192;D474 -= 3 2001-04-01
L17193;D474 added 0 months 2001-05-01
L17194;D474 -- 2001-04-30
L17195;D474 added 0 years 2001-04-30
L17196;D475 ++ 2144-09-20
L17197;D475 -= -2 2144-09-22
L17198;D475 += 0 2144-09-22
L17199;D475 added 0 years 2145-09-22
L17200;D475 -= 2 2145-09-20
L17201;D476 added 0 years 2140-07-20
L17202;D476 added 3 months 2140-10-20
L17203;D476 added 0 years 2141-10-20
L17204;D476 added 0 months 2141-11-20
L17205;D476 added 7 years 2148-11-20
L17206;D477 -- 1990-06-26
L17207;D477 -- 1990-06-25
L17208;D477 added -2 months 1990-04-25
L17209;D477 added 0 years 1991-04-25
L17210;D477 ++ 1991-04-26
L17211;D478 -- 2027-07-21
L17212;D478 added 0 months 2027-07-21
L17213;D478 added 2 months 2027-09-21
L17214;D478 -- 2027-09-20
L17215;D478 ++ 2027-09-21
L17216;D479 added 0 months 2157-04-17
L17217;D479 added -7 years 2150-04-17
L17218;D479 -- 2150-04-16
L17219;D479 -= -9 2150-04-25
L17220;D479 ++ 2150-04-26
L17221;D480 -= -5 1998-08-06
L17222;D480 ++ 1998-08-07
L17223;D480 added 1 months 1998-09-07
L17224;D480 += 3 1998-09-10
L17225;D480 added -8 years 1990-09-10
L17226;D481 += 2 1998-03-04
L17227;D481 += 3 1998-03-07
L17228;D481 added 9 years 2007-03-07
L17229;D481 added 0 months 2007-04-07
L17230;D481 added 0 months 2007-05-07
L17231;D482 += 2 1977-07-17
L17232;D482 -- 1977-07-16
L17233;D482 added 0 years 1978-07-16
L17234;D482 added -6 years 1972-07-16
L17235;D482 added 0 months 1972-08-16
L17236;D483 += 4 2209-11-22
L17237;D483 ++ 2209-11-23
L17238;D483 added 3 years 2212-11-23
L17239;D483 ++ 2212-11-24
L17240;D483 added 0 months 2212-12-24
L17241;D484 -- 1992-11-05
L17242;D484 -- 1992-11-04
L17243;D484 added 0 years 1993-11-04
L17244;D484 -- 1993-11-03
L17245;D484 added 0 months 1993-12-03
L17246;D485 ++ 2114-03-04
L17247;D485 -= -4 2114-03-08
L17248;D485 -= -2 2114-03-10
L17249;D485 added 0 years 2115-03-10
L17250;D485 += 5 2115-03-15
L17251;D486 added 0 months 2035-01-29
L17252;D486 -- 2035-01-28
L17253;D486 += -9 2035-01-19
L17254;D486 -= 4 2035-01-15
L17255;D486 added 0 months 2035-02-15
L17256;D487 -= -10 1990-03-17
L17257;D487 -= 1 1990-03-16
L17258;D487 added 0 years 1991-03-16
L17259;D487 += 3 1991-03-19
L17260;D487 added 0 months 1991-04-19
L17261;D488 ++ 2461-07-10
L17262;D488 += -4 2461-07-06
L17263;D488 added 0 years 2462-07-06
L17264;D488 += -8 2462-06-28
L17265;D488 added 1 months 2462-07-28
L17266;D489 added 1 years 2003-02-22
L17267;D489 added -10 months 2002-04-22
L17268;D489 -- 2002-04-21
L17269;D489 += -10 2002-04-11
L17270;D489 added 5 years 2007-04-11
L17271;D490 added 0 years 1990-03-07
L17272;D490 -= -5 1990-03-12
L17273;D490 -- 1990-03-11
L17274;D490 -= 7 1990-03-04
L17275;D490 added -7 months 1989-08-04
L17276;D491 added 0 years 2141-02-13
L17277;D491 += 2 2141-02-15
L17278;D491 added 0 years 2142-02-15
L17279;D491 added 3 years 2145-02-15
L17280;D491 added 0 months 2145-02-15
L17281;D492 -- 2277-07-18
L17282;D492 += -8 2277-07-10
L17283;D492 -- 2277-07-09
L17284;D492 -= -9 2277-07-18
L17285;D492 added 10 years 2287-07-18
L17286;D493 ++ 2258-09-15
L17287;D493 added 0 years 2259-09-15
L17288;D493 added 0 months 2259-10-15
L17289;D493 -= 4 2259-10-11
L17290;D493 added 0 years 2260-10-11
L17291;D494 ++ 2265-03-27
L17292;D494 ++ 2265-03-28
L17293;D494 -- 2265-03-27
L17294;D494 += -1 2265-03-26
L17295;D494 ++ 2265-03-27
L17296;D495 += 4 1982-07-01
L17297;D495 added 5 years 1987-07-01
L17298;D495 += 0 1987-07-01
L17299;D495 added 0 years 1987-07-01
L17300;D495 added 0 years 1988-07-01
L17301;D496 added -6 years 2289-09-04
L17302;D496 ++ 2289-09-05
L17303;D496 added 0 months 2289-10-05
L17304;D496 added 0 months 2289-11-05
L17305;D496 += 10 2289-11-15
L17306;D497 added 0 years 2000-09-16
L17307;D497 added 0 years 2001-09-16
L17308;D497 added 0 months 2001-10-16
L17309;D497 -- 2001-10-15
L17310;D497 added -8 months 2001-02-15
L17311;D498 added 0 months 2138-10-08
L17312;D498 ++ 2138-10-09
L17313;D498 -- 2138-10-08
L17314;D498 added 0 months 2138-11-08
L17315;D498 ++ 2138-11-09
L17316;D499 added 0 years 1983-12-15
L17317;D499 added 0 years 1984-12-15
L17318;D499 added 7 years 1991-12-15
L17319;D499 += 6 1991-12-21
L17320;D499 added -4 months 1991-08-21
L17321; D0 printed 1902-03-20
L17322; D0 year=1902
L17323; D0 day=20
L17324; D0 month=3
L17325; D0 week_day=3
L17326; D0 days_this_month=31
L17327; D0 week_day_name=wednesday
L17328; D0 month_name=march
L17329; D0 mod_julian_day=15841
L17330; D1 printed 1990-08-05
L17331; D1 year=1990
L17332; D1 day=5
L17333; D1 month=8
L17334; D1 week_day=6
L17335; D1 days_this_month=31
L17336; D1 week_day_name=saturday
L17337; D1 month_name=august
L17338; D1 mod_julian_day=48121
L17339; D2 printed 2002-01-21
L17340; D2 year=2002
L17341; D2 day=21
L17342; D2 month=1
L17343; D2 week_day=1
L17344; D2 days_this_month=31
L17345; D2 week_day_name=monday
L17346; D2 month_name=january
L17347; D2 mod_julian_day=52295
L17348; D3 printed 2098-03-10
L17349; D3 year=2098
L17350; D3 day=10
L17351; D3 month=3
L17352; D3 week_day=7
L17353; D3 days_this_month=31
L17354; D3 week_day_name=sunday
L17355; D3 month_name=march
L17356; D3 mod_julian_day=87420
L17357; D4 printed 2187-08-06
L17358; D4 year=2187
L17359; D4 day=6
L17360; D4 month=8
L17361; D4 week_day=1
L17362; D4 days_this_month=31
L17363; D4 week_day_name=monday
L17364; D4 month_name=august
L17365; D4 mod_julian_day=120076
L17366; D5 printed 2049-10-13
L17367; D5 year=2049
L17368; D5 day=13
L17369; D5 month=10
L17370; D5 week_day=2
L17371; D5 days_this_month=31
L17372; D5 week_day_name=tuesday
L17373; D5 month_name=october
L17374; D5 mod_julian_day=69740
L17375; D6 printed 2401-12-09
L17376; D6 year=2401
L17377; D6 day=9
L17378; D6 month=12
L17379; D6 week_day=2
L17380; D6 days_this_month=31
L17381; D6 week_day_name=tuesday
L17382; D6 month_name=december
L17383; D6 mod_julian_day=198365
L17384; D7 printed 2402-02-20
L17385; D7 year=2402
L17386; D7 day=20
L17387; D7 month=2
L17388; D7 week_day=3
L17389; D7 days_this_month=28
L17390; D7 week_day_name=wednesday
L17391; D7 month_name=february
L17392; D7 mod_julian_day=198422
L17393; D8 printed 2499-07-19
L17394; D8 year=2499
L17395; D8 day=19
L17396; D8 month=7
L17397; D8 week_day=2
L17398; D8 days_this_month=31
L17399; D8 week_day_name=tuesday
L17400; D8 month_name=july
L17401; D8 mod_julian_day=234016
L17402; D9 printed 1973-06-30
L17403; D9 year=1973
L17404; D9 day=30
L17405; D9 month=6
L17406; D9 week_day=5
L17407; D9 days_this_month=30
L17408; D9 week_day_name=friday
L17409; D9 month_name=june
L17410; D9 mod_julian_day=41876
L17411; D10 printed 2048-08-13
L17412; D10 year=2048
L17413; D10 day=13
L17414; D10 month=8
L17415; D10 week_day=3
L17416; D10 days_this_month=31
L17417; D10 week_day_name=wednesday
L17418; D10 month_name=august
L17419; D10 mod_julian_day=69314
L17420; D11 printed 1991-05-13
L17421; D11 year=1991
L17422; D11 day=13
L17423; D11 month=5
L17424; D11 week_day=7
L17425; D11 days_this_month=31
L17426; D11 week_day_name=sunday
L17427; D11 month_name=may
L17428; D11 mod_julian_day=48402
L17429; D12 printed 1989-07-05
L17430; D12 year=1989
L17431; D12 day=5
L17432; D12 month=7
L17433; D12 week_day=2
L17434; D12 days_this_month=31
L17435; D12 week_day_name=tuesday
L17436; D12 month_name=july
L17437; D12 mod_julian_day=47725
L17438; D13 printed 1997-05-16
L17439; D13 year=1997
L17440; D13 day=16
L17441; D13 month=5
L17442; D13 week_day=4
L17443; D13 days_this_month=31
L17444; D13 week_day_name=thursday
L17445; D13 month_name=may
L17446; D13 mod_julian_day=50597
L17447; D14 printed 2152-08-10
L17448; D14 year=2152
L17449; D14 day=10
L17450; D14 month=8
L17451; D14 week_day=4
L17452; D14 days_this_month=31
L17453; D14 week_day_name=thursday
L17454; D14 month_name=august
L17455; D14 mod_julian_day=107297
L17456; D15 printed 2004-02-22
L17457; D15 year=2004
L17458; D15 day=22
L17459; D15 month=2
L17460; D15 week_day=6
L17461; D15 days_this_month=29
L17462; D15 week_day_name=saturday
L17463; D15 month_name=february
L17464; D15 mod_julian_day=53070
L17465; D16 printed 2155-03-26
L17466; D16 year=2155
L17467; D16 day=26
L17468; D16 month=3
L17469; D16 week_day=3
L17470; D16 days_this_month=31
L17471; D16 week_day_name=wednesday
L17472; D16 month_name=march
L17473; D16 mod_julian_day=108255
L17474; D17 printed 1980-02-28
L17475; D17 year=1980
L17476; D17 day=28
L17477; D17 month=2
L17478; D17 week_day=3
L17479; D17 days_this_month=29
L17480; D17 week_day_name=wednesday
L17481; D17 month_name=february
L17482; D17 mod_julian_day=44310
L17483; D18 printed 2034-02-12
L17484; D18 year=2034
L17485; D18 day=12
L17486; D18 month=2
L17487; D18 week_day=6
L17488; D18 days_this_month=28
L17489; D18 week_day_name=saturday
L17490; D18 month_name=february
L17491; D18 mod_julian_day=64018
L17492; D19 printed 2035-12-26
L17493; D19 year=2035
L17494; D19 day=26
L17495; D19 month=12
L17496; D19 week_day=2
L17497; D19 days_this_month=31
L17498; D19 week_day_name=tuesday
L17499; D19 month_name=december
L17500; D19 mod_julian_day=64700
L17501; D20 printed 2027-03-19
L17502; D20 year=2027
L17503; D20 day=19
L17504; D20 month=3
L17505; D20 week_day=4
L17506; D20 days_this_month=31
L17507; D20 week_day_name=thursday
L17508; D20 month_name=march
L17509; D20 mod_julian_day=61496
L17510; D21 printed 2128-12-21
L17511; D21 year=2128
L17512; D21 day=21
L17513; D21 month=12
L17514; D21 week_day=2
L17515; D21 days_this_month=31
L17516; D21 week_day_name=tuesday
L17517; D21 month_name=december
L17518; D21 mod_julian_day=98664
L17519; D22 printed 1971-11-29
L17520; D22 year=1971
L17521; D22 day=29
L17522; D22 month=11
L17523; D22 week_day=7
L17524; D22 days_this_month=30
L17525; D22 week_day_name=sunday
L17526; D22 month_name=november
L17527; D22 mod_julian_day=41297
L17528; D23 printed 2064-01-06
L17529; D23 year=2064
L17530; D23 day=6
L17531; D23 month=1
L17532; D23 week_day=6
L17533; D23 days_this_month=31
L17534; D23 week_day_name=saturday
L17535; D23 month_name=january
L17536; D23 mod_julian_day=74938
L17537; D24 printed 2264-11-16
L17538; D24 year=2264
L17539; D24 day=16
L17540; D24 month=11
L17541; D24 week_day=4
L17542; D24 days_this_month=30
L17543; D24 week_day_name=thursday
L17544; D24 month_name=november
L17545; D24 mod_julian_day=148303
L17546; D25 printed 1990-07-01
L17547; D25 year=1990
L17548; D25 day=1
L17549; D25 month=7
L17550; D25 week_day=6
L17551; D25 days_this_month=31
L17552; D25 week_day_name=saturday
L17553; D25 month_name=july
L17554; D25 mod_julian_day=48086
L17555; D26 printed 1986-08-28
L17556; D26 year=1986
L17557; D26 day=28
L17558; D26 month=8
L17559; D26 week_day=3
L17560; D26 days_this_month=31
L17561; D26 week_day_name=wednesday
L17562; D26 month_name=august
L17563; D26 mod_julian_day=46683
L17564; D27 printed 2136-09-04
L17565; D27 year=2136
L17566; D27 day=4
L17567; D27 month=9
L17568; D27 week_day=2
L17569; D27 days_this_month=30
L17570; D27 week_day_name=tuesday
L17571; D27 month_name=september
L17572; D27 mod_julian_day=101478
L17573; D28 printed 2014-07-04
L17574; D28 year=2014
L17575; D28 day=4
L17576; D28 month=7
L17577; D28 week_day=4
L17578; D28 days_this_month=31
L17579; D28 week_day_name=thursday
L17580; D28 month_name=july
L17581; D28 mod_julian_day=56855
L17582; D29 printed 2001-06-16
L17583; D29 year=2001
L17584; D29 day=16
L17585; D29 month=6
L17586; D29 week_day=5
L17587; D29 days_this_month=30
L17588; D29 week_day_name=friday
L17589; D29 month_name=june
L17590; D29 mod_julian_day=52089
L17591; D30 printed 1988-01-13
L17592; D30 year=1988
L17593; D30 day=13
L17594; D30 month=1
L17595; D30 week_day=2
L17596; D30 days_this_month=31
L17597; D30 week_day_name=tuesday
L17598; D30 month_name=january
L17599; D30 mod_julian_day=47186
L17600; D31 printed 1996-10-18
L17601; D31 year=1996
L17602; D31 day=18
L17603; D31 month=10
L17604; D31 week_day=4
L17605; D31 days_this_month=31
L17606; D31 week_day_name=thursday
L17607; D31 month_name=october
L17608; D31 mod_julian_day=50387
L17609; D32 printed 2028-08-21
L17610; D32 year=2028
L17611; D32 day=21
L17612; D32 month=8
L17613; D32 week_day=7
L17614; D32 days_this_month=31
L17615; D32 week_day_name=sunday
L17616; D32 month_name=august
L17617; D32 mod_julian_day=62017
L17618; D33 printed 2145-08-31
L17619; D33 year=2145
L17620; D33 day=31
L17621; D33 month=8
L17622; D33 week_day=2
L17623; D33 days_this_month=31
L17624; D33 week_day_name=tuesday
L17625; D33 month_name=august
L17626; D33 mod_julian_day=104761
L17627; D34 printed 2143-02-22
L17628; D34 year=2143
L17629; D34 day=22
L17630; D34 month=2
L17631; D34 week_day=5
L17632; D34 days_this_month=28
L17633; D34 week_day_name=friday
L17634; D34 month_name=february
L17635; D34 mod_julian_day=103840
L17636; D35 printed 2044-03-07
L17637; D35 year=2044
L17638; D35 day=7
L17639; D35 month=3
L17640; D35 week_day=7
L17641; D35 days_this_month=31
L17642; D35 week_day_name=sunday
L17643; D35 month_name=march
L17644; D35 mod_julian_day=67694
L17645; D36 printed 1949-10-24
L17646; D36 year=1949
L17647; D36 day=24
L17648; D36 month=10
L17649; D36 week_day=7
L17650; D36 days_this_month=31
L17651; D36 week_day_name=sunday
L17652; D36 month_name=october
L17653; D36 mod_julian_day=33226
L17654; D37 printed 2191-03-02
L17655; D37 year=2191
L17656; D37 day=2
L17657; D37 month=3
L17658; D37 week_day=3
L17659; D37 days_this_month=31
L17660; D37 week_day_name=wednesday
L17661; D37 month_name=march
L17662; D37 mod_julian_day=121380
L17663; D38 printed 2024-10-16
L17664; D38 year=2024
L17665; D38 day=16
L17666; D38 month=10
L17667; D38 week_day=2
L17668; D38 days_this_month=31
L17669; D38 week_day_name=tuesday
L17670; D38 month_name=october
L17671; D38 mod_julian_day=60612
L17672; D39 printed 2186-05-28
L17673; D39 year=2186
L17674; D39 day=28
L17675; D39 month=5
L17676; D39 week_day=7
L17677; D39 days_this_month=31
L17678; D39 week_day_name=sunday
L17679; D39 month_name=may
L17680; D39 mod_julian_day=119641
L17681; D40 printed 2497-07-26
L17682; D40 year=2497
L17683; D40 day=26
L17684; D40 month=7
L17685; D40 week_day=7
L17686; D40 days_this_month=31
L17687; D40 week_day_name=sunday
L17688; D40 month_name=july
L17689; D40 mod_julian_day=233293
L17690; D41 printed 2430-09-02
L17691; D41 year=2430
L17692; D41 day=2
L17693; D41 month=9
L17694; D41 week_day=3
L17695; D41 days_this_month=30
L17696; D41 week_day_name=wednesday
L17697; D41 month_name=september
L17698; D41 mod_julian_day=208859
L17699; D42 printed 2049-06-15
L17700; D42 year=2049
L17701; D42 day=15
L17702; D42 month=6
L17703; D42 week_day=1
L17704; D42 days_this_month=30
L17705; D42 week_day_name=monday
L17706; D42 month_name=june
L17707; D42 mod_julian_day=69620
L17708; D43 printed 2037-12-11
L17709; D43 year=2037
L17710; D43 day=11
L17711; D43 month=12
L17712; D43 week_day=4
L17713; D43 days_this_month=31
L17714; D43 week_day_name=thursday
L17715; D43 month_name=december
L17716; D43 mod_julian_day=65416
L17717; D44 printed 2458-03-15
L17718; D44 year=2458
L17719; D44 day=15
L17720; D44 month=3
L17721; D44 week_day=7
L17722; D44 days_this_month=31
L17723; D44 week_day_name=sunday
L17724; D44 month_name=march
L17725; D44 mod_julian_day=218915
L17726; D45 printed 2342-08-06
L17727; D45 year=2342
L17728; D45 day=6
L17729; D45 month=8
L17730; D45 week_day=6
L17731; D45 days_this_month=31
L17732; D45 week_day_name=saturday
L17733; D45 month_name=august
L17734; D45 mod_julian_day=176690
L17735; D46 printed 2460-07-25
L17736; D46 year=2460
L17737; D46 day=25
L17738; D46 month=7
L17739; D46 week_day=2
L17740; D46 days_this_month=31
L17741; D46 week_day_name=tuesday
L17742; D46 month_name=july
L17743; D46 mod_julian_day=219778
L17744; D47 printed 1966-03-20
L17745; D47 year=1966
L17746; D47 day=20
L17747; D47 month=3
L17748; D47 week_day=6
L17749; D47 days_this_month=31
L17750; D47 week_day_name=saturday
L17751; D47 month_name=march
L17752; D47 mod_julian_day=39217
L17753; D48 printed 2001-07-06
L17754; D48 year=2001
L17755; D48 day=6
L17756; D48 month=7
L17757; D48 week_day=4
L17758; D48 days_this_month=31
L17759; D48 week_day_name=thursday
L17760; D48 month_name=july
L17761; D48 mod_julian_day=52109
L17762; D49 printed 2406-03-23
L17763; D49 year=2406
L17764; D49 day=23
L17765; D49 month=3
L17766; D49 week_day=6
L17767; D49 days_this_month=31
L17768; D49 week_day_name=saturday
L17769; D49 month_name=march
L17770; D49 mod_julian_day=199930
L17771; D50 printed 2143-05-31
L17772; D50 year=2143
L17773; D50 day=31
L17774; D50 month=5
L17775; D50 week_day=5
L17776; D50 days_this_month=31
L17777; D50 week_day_name=friday
L17778; D50 month_name=may
L17779; D50 mod_julian_day=103938
L17780; D51 printed 2268-09-21
L17781; D51 year=2268
L17782; D51 day=21
L17783; D51 month=9
L17784; D51 week_day=2
